X,Y,Z,Z_Dither,Mean_Int_Ch1,Mean_Int_Ch2,Mean_Int_Ch3,Mean_Int_Ch4,Hemisphere,Region_ID,Segment
246.4567,155.2279,130.007,130.2044,924.7966,589.4068,0,271.572,Left,34,C5
68.3437,139.6777,123.4028,123.7163,1334.4064,644.6578,0,420.5775,Right,30,C5
240.0568,154.3941,130.691,131.1762,1354.0745,584.8634,0,337.528,Left,34,C5
73.1249,146.7291,123.8328,123.4418,1284.6667,501.8889,0,1085.3333,Right,34,C5
69.5158,150.923,123.2733,122.7826,1296.3504,859.3342,0,453.3477,Right,34,C5
125.661,163.6246,125.3482,125.9095,1222.75,615,0,858.375,Right,26,C5
239.3972,138.2022,132.8835,132.6475,1448.9303,622.0249,0,291.2289,Left,53,C6
259.0549,146.6111,133.2703,133.824,1459.6333,559.2,0,546.9,Left,30,C6
69.2077,154.3274,123.8985,124.3329,1514.6223,822.4119,0,330.8705,Right,34,C5
258.0913,150.0483,133.9044,134.4243,1402.6222,601.3778,0,1155.9111,Left,30,C6
76.8653,129.5488,127.5682,127.2372,1477.5446,761.2277,0,564.6071,Right,30,C5
66.0672,128.5896,127.373,127.1975,1189.2273,598.1989,0,455.1193,Right,30,C5
59.339,131.3464,126.8856,126.5117,1574.3333,688.2329,0,626.6119,Right,65,C5
91.6497,143.3815,126.8816,126.4708,1676.5556,603.5625,0,428.5694,Right,53,C5
35.8906,202.8138,119.3399,119.1234,1116.1667,466.9583,0,630.8333,Right,0,C5
249.3924,135.038,135.597,136.0403,1047.8442,659.5879,0,363.1658,Left,30,C6
204.5089,134.3713,133.6704,134.0825,1463.2941,654.2353,0,777.7647,Left,18,C6
229.7209,151.9344,133.3012,132.7326,776.1959,547.1284,0,311.9662,Left,53,C6
60.4271,131.3919,127.8992,128.3245,1419.2353,719.5074,0,511.0956,Right,65,C5
76.4586,133.8383,128.1388,128.0515,1022,618.5,0,835.7,Right,30,C5
249.4184,135.1189,137.5248,136.9623,1047.8442,659.5879,0,363.1658,Left,30,C6
204.6345,134.4863,135.661,135.6686,1463.2941,654.2353,0,777.7647,Left,18,C6
229.7614,152.0585,135.2374,134.9067,776.1959,547.1284,0,311.9662,Left,18,C6
60.4328,131.3451,129.8465,129.968,1419.2353,719.5074,0,511.0956,Right,65,C5
76.4604,133.8076,130.0947,129.8446,1022,618.5,0,835.7,Right,30,C5
254.3025,126.674,139.445,139.5852,1176.1343,562.1343,0,922.6567,Left,65,C6
230.4047,149.8533,136.4103,136.4091,1234.3297,613.2747,0,366.8022,Left,18,C6
71.8734,136.6074,130.6815,131.053,1267.4516,643.4903,0,930.8129,Right,30,C5
85.8109,138.1518,130.9771,130.5672,1237.0513,571.2906,0,636.4444,Right,53,C5
72.2992,144.354,129.9302,129.8098,1141.3846,565.8132,0,789.9121,Right,18,C5
237.3348,45.6248,146.9575,147.4729,1683.4286,461.9286,0,506.0714,Left,4,C6
233.8984,47.6335,146.5957,146.6149,1787.4286,496.4286,0,520.7143,Left,4,C6
246.8712,129.2554,139.8488,140.2452,1045.1728,549.716,0,579.6667,Left,30,C6
276.6796,147.0259,139.866,139.3531,1386.0288,595.9712,0,361.2692,Left,65,C6
66.5199,123.0759,132.694,132.6746,983.4141,607.9646,0,505.6212,Right,65,C6
74.6868,141.2686,131.2876,131.2978,1355.9386,569.3947,0,549.4912,Right,18,C5
71.8994,148.8105,130.4408,130.2204,1504.1322,638.1488,0,507.2507,Right,34,C5
46.8107,197.8582,124.9542,124.409,1048.5758,720.7879,0,353.7576,Right,0,C5
237.2039,45.7785,147.9138,148.1005,1683.4286,461.9286,0,506.0714,Left,4,C6
233.7687,47.7874,147.551,148.122,1787.4286,496.4286,0,520.7143,Left,4,C6
246.865,129.2833,140.82,141.3091,1045.1728,549.716,0,579.6667,Left,30,C6
276.6806,147.066,140.8218,140.9784,1386.0288,595.9712,0,361.2692,Left,65,C6
66.5092,123.0425,133.655,133.167,983.4141,607.9646,0,505.6212,Right,65,C6
74.6643,141.26,132.2609,132.7616,1355.9386,569.3947,0,549.4912,Right,18,C6
71.8768,148.812,131.4124,131.0702,1504.1322,638.1488,0,507.2507,Right,34,C5
46.8671,197.8474,125.9273,125.649,1048.5758,720.7879,0,353.7576,Right,0,C5
235.4383,133.5397,140.9569,141.4635,1438.5641,582.2949,0,848.7436,Left,18,C6
227.421,144.9592,139.6465,139.0309,1299.4294,601.7485,0,649.7975,Left,18,C6
254.6052,151.2367,140.3096,140.4463,1455.1429,611.9241,0,395.9911,Left,18,C6
83.9422,145.7296,133.1633,132.7032,1116.0029,722.1003,0,317.649,Right,53,C6
78.2988,148.3911,132.6732,133.15,1319.1648,589.8132,0,608.6703,Right,53,C6
235.4222,133.5835,141.9428,142.0578,1438.5641,582.2949,0,848.7436,Left,18,C6
227.419,145.0226,140.6286,140.6449,1299.4294,601.7485,0,649.7975,Left,18,C6
254.6061,151.3192,141.2577,140.9504,1455.1429,611.9241,0,395.9911,Left,18,C6
83.9306,145.7327,134.1401,134.4347,1116.0029,722.1003,0,317.649,Right,18,C6
78.2737,148.3977,133.6449,134.026,1319.1648,589.8132,0,608.6703,Right,53,C6
252.2986,140.3836,143.0156,142.9879,1448.1875,559.3542,0,652.7708,Left,30,C6
237.3739,145.3582,141.9608,142.2734,1127.0323,519.5591,0,446.4946,Left,18,C6
256.6772,148.1001,142.5783,142.8726,1478.4091,566.4261,0,380.4432,Left,30,C6
67.5449,123.0308,136.5597,136.0466,1066.4922,792.4633,0,482.7461,Right,65,C6
81.7688,145.4565,135.0468,134.6683,1351.1745,740.0941,0,507.3725,Right,18,C6
14.1212,173.817,129.9269,129.3288,1167.4775,810.9459,0,674.6847,Right,0,C5
14.7657,183.048,129.1454,128.5395,1284.2159,607.3864,0,883.7045,Right,0,C5
252.2083,133.4345,144.5673,144.3453,1358.4583,596,0,585.2708,Left,30,C6
157.7911,123.7615,141.2832,141.1646,1292.6341,727.7805,0,735.439,Right,14,C6
236.4848,165.8786,141.201,141.6874,1537.9571,637.5,0,527.3714,Left,18,C6
82.8213,145.6003,136.0562,135.5383,1355.9372,718.6809,0,376.3467,Right,18,C6
254.368,137.2327,145.3039,145.3504,1453.5982,611.4018,0,1005.5446,Left,30,C6
71.8379,134.3178,137.6666,137.3079,1172.0657,583.8638,0,521.8404,Right,30,C6
65.1379,137.0423,137.1722,136.8259,1163.0357,565.4286,0,893.5357,Right,30,C6
69.3153,138.4974,137.1827,137.5765,1241.7676,662.331,0,728.9648,Right,30,C6
66.7488,143.867,136.5482,136.8889,1261.4184,579.0612,0,692.7959,Right,30,C6
80.5356,146.4473,136.8483,136.2245,1303.6783,552.487,0,633.887,Right,53,C6
25.3548,180.2304,131.5873,131.3435,811.3333,681.7667,0,1070.4333,Right,0,C5
28.0661,189.7806,130.8668,131.0961,930,650.2182,0,438.2,Right,0,C5
254.3364,137.2803,146.267,146.1069,1453.5982,611.4018,0,1005.5446,Left,30,C6
71.7937,134.2999,138.629,139.0419,1172.0657,583.8638,0,521.8404,Right,30,C6
65.0888,137.0315,138.1258,138.0019,1163.0357,565.4286,0,893.5357,Right,30,C6
69.2665,138.4891,138.1413,138.2029,1241.7676,662.331,0,728.9648,Right,30,C6
66.6993,143.8706,137.5042,136.9049,1261.4184,579.0612,0,692.7959,Right,30,C6
80.5066,146.4569,137.8199,137.9683,1303.6783,552.487,0,633.887,Right,53,C6
25.4416,180.1973,132.5602,133.0844,811.3333,681.7667,0,1070.4333,Right,0,C6
28.143,189.7521,131.8413,131.8631,930,650.2182,0,438.2,Right,0,C5
60.6713,125.6245,139.87,140.3777,1265.5969,695.125,0,336.4281,Right,65,C6
80.2337,127.3745,140.5055,141.1212,1040.1579,798.9925,0,867.4286,Right,18,C6
75.3374,131.3175,139.9889,139.4808,1047.8,563.4,0,331.92,Right,30,C6
91.4957,136.5691,140.2096,140.5266,961.0743,686.197,0,304.8141,Right,18,C6
63.0898,134.6523,139.2237,139.4164,1292,697.9587,0,591.7521,Right,30,C6
96.295,142.8984,139.9557,140.3498,1055.6458,772.9115,0,453.7865,Right,18,C6
60.642,125.595,140.816,140.6177,1265.5969,695.125,0,336.4281,Right,65,C6
80.2119,127.3466,141.4831,141.1692,1040.1579,798.9925,0,867.4286,Right,18,C6
75.3017,131.2945,140.9577,140.469,1047.8,563.4,0,331.92,Right,30,C6
91.4922,136.5616,141.199,141.675,961.0743,686.197,0,304.8141,Right,18,C6
63.0409,134.6386,140.1731,139.9601,1292,697.9587,0,591.7521,Right,30,C6
96.2985,142.9,140.9407,141.0778,1055.6458,772.9115,0,453.7865,Right,18,C6
243.5504,155.2379,147.2021,147.3331,1303.4353,549.6471,0,413.1529,Left,53,C6
72.4457,137.668,141.2279,140.7971,1172.6562,605.8984,0,333.0625,Right,30,C6
